Job Code,Course,Mandatory,Frequency
JC4077,Cyber Security Awareness,Yes,Annual
JC4077,AML & Sanctions Awareness,Yes,Annual
JC2040,Code of Conduct,Yes,Annual
JC2040,Cyber Security Awareness,Yes,Annual
JC2040,AML & Sanctions Awareness,Yes,Annual
JC7747,Code of Conduct,Yes,Annual
JC7747,Cyber Security Awareness,Yes,Annual
JC7747,AML & Sanctions Awareness,Yes,Annual
JC5551,Code of Conduct,Yes,Annual
JC5551,Cyber Security Awareness,Yes,Annual
JC5551,AML & Sanctions Awareness,Yes,Annual
JC5551,Code of Conduct,Yes,Annual
JC9881,Code of Conduct,Yes,Annual
JC9881,Cyber Security Awareness,Yes,Annual
JC9881,AML & Sanctions Awareness,Yes,Annual
JC9881,Anti-Fraud Fundamentals,Yes,Annual
JC3906,Code of Conduct,Yes,Annual
JC3906,Cyber Security Awareness,Yes,Annual
JC3906,AML & Sanctions Awareness,Yes,Annual
JC7348,Code of Conduct,Yes,Annual
JC7348,Cyber Security Awareness,Yes,Annual
JC7348,AML & Sanctions Awareness,Yes,Annual
JC8459,Code of Conduct,Yes,Annual
JC8459,Cyber Security Awareness,Yes,Annual
JC8459,AML & Sanctions Awareness,Yes,Annual
JC8459,Leading Teams,Yes,Once
JC8459,AML & Sanctions Awareness,Yes,Annual
JC8709,Code of Conduct,Yes,Annual
JC8709,Cyber Security Awareness,Yes,Annual
JC8709,AML & Sanctions Awareness,Yes,Annual
JC4261,Code of Conduct,Yes,Annual
JC4261,Cyber Security Awareness,Yes,Annual
JC4261,AML & Sanctions Awareness,Yes,Annual
JC8969,Code of Conduct,Yes,Annual
JC8969,Cyber Security Awareness,Yes,Annual
JC8969,AML & Sanctions Awareness,Yes,Annual
JC8969,Operational Risk Management,Yes,Every 2 years
JC6424,Code of Conduct,Yes,Annual
JC6424,Cyber Security Awareness,Yes,Annual
JC6424,AML & Sanctions Awareness,Yes,Annual
JC6424,AML & Sanctions Awareness,Yes,Annual
JC6146,Code of Conduct,Yes,Annual
JC6146,Cyber Security Awareness,Yes,Annual
JC6146,AML & Sanctions Awareness,Yes,Annual
JC4117,Code of Conduct,Yes,Annual
JC4117,Cyber Security Awareness,Yes,Annual
JC4117,AML & Sanctions Awareness,Yes,Annual
JC4117,Leading Teams,Yes,Once
JC1544,Code of Conduct,Yes,Annual
JC1544,Cyber Security Awareness,Yes,Annual
JC1544,AML & Sanctions Awareness,Yes,Annual
JC1155,Code of Conduct,Yes,Annual
JC1155,Cyber Security Awareness,Yes,Annual
JC1155,AML & Sanctions Awareness,Yes,Annual
JC1940,Code of Conduct,Yes,Annual
JC1940,Cyber Security Awareness,Yes,Annual
JC1940,AML & Sanctions Awareness,Yes,Annual
JC4589,Code of Conduct,Yes,Annual
JC4589,Cyber Security Awareness,Yes,Annual
JC4589,AML & Sanctions Awareness,Yes,Annual
JC2111,Code of Conduct,Yes,Annual
JC2111,Cyber Security Awareness,Yes,Annual
JC2111,AML & Sanctions Awareness,Yes,Annual
JC6683,Code of Conduct,Yes,Annual
JC6683,Cyber Security Awareness,Yes,Annual
JC6683,AML & Sanctions Awareness,Yes,Annual
JC6683,Cyber Security Awareness,Yes,Annual
JC3630,Code of Conduct,Yes,Annual
JC3630,Cyber Security Awareness,Yes,Annual
JC3630,AML & Sanctions Awareness,Yes,Annual
JC2865,Code of Conduct,Yes,Annual
JC2865,Cyber Security Awareness,Yes,Annual
JC2865,AML & Sanctions Awareness,Yes,Annual
JC7958,Code of Conduct,Yes,Annual
JC7958,Cyber Security Awareness,Yes,Annual
JC7958,AML & Sanctions Awareness,Yes,Annual
JC7958,Leading Teams,Yes,Once
JC9402,Code of Conduct,Yes,Annual
JC9402,Cyber Security Awareness,Yes,Annual
JC9402,AML & Sanctions Awareness,Yes,Annual
JC6703,Code of Conduct,Yes,Annual
JC6703,Cyber Security Awareness,Yes,Annual
JC6703,AML & Sanctions Awareness,Yes,Annual
JC6703,Code of Conduct,Yes,Annual
JC7097,Code of Conduct,Yes,Annual
JC7097,Cyber Security Awareness,Yes,Annual
JC7097,AML & Sanctions Awareness,Yes,Annual
JC6714,Code of Conduct,Yes,Annual
JC6714,Cyber Security Awareness,Yes,Annual
JC6714,AML & Sanctions Awareness,Yes,Annual
JC1094,Code of Conduct,Yes,Annual
JC1094,Cyber Security Awareness,Yes,Annual
JC1094,AML & Sanctions Awareness,Yes,Annual
JC2960,Code of Conduct,Yes,Annual
JC2960,Cyber Security Awareness,Yes,Annual
JC2960,AML & Sanctions Awareness,Yes,Annual
JC2279,Code of Conduct,Yes,Annual
JC2279,Cyber Security Awareness,Yes,Annual
JC2279,AML & Sanctions Awareness,Yes,Annual
JC1868,Code of Conduct,Yes,Annual
JC1868,Cyber Security Awareness,Yes,Annual
JC1868,AML & Sanctions Awareness,Yes,Annual
JC9884,Code of Conduct,Yes,Annual
JC9884,Cyber Security Awareness,Yes,Annual
JC9884,AML & Sanctions Awareness,Yes,Annual
JC3813,Code of Conduct,Yes,Annual
JC3813,Cyber Security Awareness,Yes,Annual
JC3813,AML & Sanctions Awareness,Yes,Annual
JC1897,Code of Conduct,Yes,Annual
JC1897,Cyber Security Awareness,Yes,Annual
JC1897,AML & Sanctions Awareness,Yes,Annual
JC3922,Code of Conduct,Yes,Annual
JC3922,Cyber Security Awareness,Yes,Annual
JC3922,AML & Sanctions Awareness,Yes,Annual
JC3922,AML & Sanctions Awareness,Yes,Annual
JC5946,Code of Conduct,Yes,Annual
JC5946,Cyber Security Awareness,Yes,Annual
JC5946,AML & Sanctions Awareness,Yes,Annual
JC5946,Leading Teams,Yes,Once
JC5946,Operational Risk Management,Yes,Every 2 years
JC9465,Code of Conduct,Yes,Annual
JC9465,Cyber Security Awareness,Yes,Annual
JC9465,AML & Sanctions Awareness,Yes,Annual
JC5220,Code of Conduct,Yes,Annual
JC5220,Cyber Security Awareness,Yes,Annual
JC5220,AML & Sanctions Awareness,Yes,Annual
JC7156,Code of Conduct,Yes,Annual
JC7156,Cyber Security Awareness,Yes,Annual
JC7156,AML & Sanctions Awareness,Yes,Annual
JC7156,Credit Risk Essentials,Yes,Every 2 years
JC9427,Code of Conduct,Yes,Annual
JC9427,Cyber Security Awareness,Yes,Annual
JC9427,AML & Sanctions Awareness,Yes,Annual
JC4475,Code of Conduct,Yes,Annual
JC4475,Cyber Security Awareness,Yes,Annual
JC4475,AML & Sanctions Awareness,Yes,Annual
JC9634,Code of Conduct,Yes,Annual
JC9634,Cyber Security Awareness,Yes,Annual
JC9634,AML & Sanctions Awareness,Yes,Annual
JC9634,SAMA Consumer Protection,Yes,Annual
JC3131,Code of Conduct,Yes,Annual
JC3131,Cyber Security Awareness,Yes,Annual
JC3131,AML & Sanctions Awareness,Yes,Annual
JC3131,Operational Risk Management,Yes,Every 2 years
JC9230,Code of Conduct,Yes,Annual
JC9230,Cyber Security Awareness,Yes,Annual
JC9230,AML & Sanctions Awareness,Yes,Annual
JC8213,Code of Conduct,Yes,Annual
JC8213,Cyber Security Awareness,Yes,Annual
JC8213,AML & Sanctions Awareness,Yes,Annual
JC3750,Code of Conduct,Yes,Annual
JC3750,Cyber Security Awareness,Yes,Annual
JC3750,AML & Sanctions Awareness,Yes,Annual
JC9253,Code of Conduct,Yes,Annual
JC9253,Cyber Security Awareness,Yes,Annual
JC9253,AML & Sanctions Awareness,Yes,Annual
JC5032,Code of Conduct,Yes,Annual
JC5032,Cyber Security Awareness,Yes,Annual
JC5032,AML & Sanctions Awareness,Yes,Annual
JC5032,Code of Conduct,Yes,Annual
JC3548,Code of Conduct,Yes,Annual
JC3548,Cyber Security Awareness,Yes,Annual
JC3548,AML & Sanctions Awareness,Yes,Annual
JC6001,Code of Conduct,Yes,Annual
JC6001,Cyber Security Awareness,Yes,Annual
JC6001,AML & Sanctions Awareness,Yes,Annual
JC5540,Code of Conduct,Yes,Annual
JC5540,Cyber Security Awareness,Yes,Annual
JC5540,AML & Sanctions Awareness,Yes,Annual
JC3623,Code of Conduct,Yes,Annual
JC3623,Cyber Security Awareness,Yes,Annual
JC3623,AML & Sanctions Awareness,Yes,Annual
JC4141,Code of Conduct,Yes,Annual
JC4141,Cyber Security Awareness,Yes,Annual
JC4141,AML & Sanctions Awareness,Yes,Annual
JC7049,Code of Conduct,Yes,Annual
JC7049,Cyber Security Awareness,Yes,Annual
JC7049,AML & Sanctions Awareness,Yes,Annual
JC1015,Code of Conduct,Yes,Annual
JC1015,Cyber Security Awareness,Yes,Annual
JC1015,AML & Sanctions Awareness,Yes,Annual
JC6459,Code of Conduct,Yes,Annual
JC6459,Cyber Security Awareness,Yes,Annual
JC6459,AML & Sanctions Awareness,Yes,Annual
JC8723,Code of Conduct,Yes,Annual
JC8723,Cyber Security Awareness,Yes,Annual
JC8723,AML & Sanctions Awareness,Yes,Annual
JC4202,Code of Conduct,Yes,Annual
JC4202,Cyber Security Awareness,Yes,Annual
JC4202,AML & Sanctions Awareness,Yes,Annual
JC4202,Leading Teams,Yes,Once
JC4202,Operational Risk Management,Yes,Every 2 years
JC3873,Code of Conduct,Yes,Annual
JC3873,Cyber Security Awareness,Yes,Annual
JC3873,AML & Sanctions Awareness,Yes,Annual
JC3873,SAMA Consumer Protection,Yes,Annual
JC8096,Code of Conduct,Yes,Annual
JC8096,Cyber Security Awareness,Yes,Annual
JC8096,AML & Sanctions Awareness,Yes,Annual
JC7911,Code of Conduct,Yes,Annual
JC7911,Cyber Security Awareness,Yes,Annual
JC7911,AML & Sanctions Awareness,Yes,Annual
JC9974,Code of Conduct,Yes,Annual
JC9974,Cyber Security Awareness,Yes,Annual
JC9974,AML & Sanctions Awareness,Yes,Annual
JC9974,Leading Teams,Yes,Once
JC2535,Code of Conduct,Yes,Annual
JC2535,Cyber Security Awareness,Yes,Annual
JC2535,AML & Sanctions Awareness,Yes,Annual
JC1136,Code of Conduct,Yes,Annual
JC1136,Cyber Security Awareness,Yes,Annual
JC1136,AML & Sanctions Awareness,Yes,Annual
JC1136,Leading Teams,Yes,Once
JC8240,Code of Conduct,Yes,Annual
JC8240,Cyber Security Awareness,Yes,Annual
JC8240,AML & Sanctions Awareness,Yes,Annual
JC1842,Code of Conduct,Yes,Annual
JC1842,Cyber Security Awareness,Yes,Annual
JC1842,AML & Sanctions Awareness,Yes,Annual
JC6346,Code of Conduct,Yes,Annual
JC6346,Cyber Security Awareness,Yes,Annual
JC6346,AML & Sanctions Awareness,Yes,Annual
JC2354,Code of Conduct,Yes,Annual
JC2354,Cyber Security Awareness,Yes,Annual
JC2354,AML & Sanctions Awareness,Yes,Annual
JC2059,Code of Conduct,Yes,Annual
JC2059,Cyber Security Awareness,Yes,Annual
JC2059,AML & Sanctions Awareness,Yes,Annual
JC8770,Code of Conduct,Yes,Annual
JC8770,Cyber Security Awareness,Yes,Annual
JC8770,AML & Sanctions Awareness,Yes,Annual
JC8770,Leading Teams,Yes,Once
JC6022,Code of Conduct,Yes,Annual
JC6022,Cyber Security Awareness,Yes,Annual
JC6022,AML & Sanctions Awareness,Yes,Annual
JC6022,Leading Teams,Yes,Once
JC9988,Code of Conduct,Yes,Annual
JC9988,Cyber Security Awareness,Yes,Annual
JC9988,AML & Sanctions Awareness,Yes,Annual
JC9988,Anti-Fraud Fundamentals,Yes,Annual
JC4186,Code of Conduct,Yes,Annual
JC4186,Cyber Security Awareness,Yes,Annual
JC4186,AML & Sanctions Awareness,Yes,Annual
JC7740,Code of Conduct,Yes,Annual
JC7740,Cyber Security Awareness,Yes,Annual
JC7740,AML & Sanctions Awareness,Yes,Annual
JC7740,Anti-Fraud Fundamentals,Yes,Annual
JC3030,Code of Conduct,Yes,Annual
JC3030,Cyber Security Awareness,Yes,Annual
JC3030,AML & Sanctions Awareness,Yes,Annual
JC6061,Code of Conduct,Yes,Annual
JC6061,Cyber Security Awareness,Yes,Annual
JC6061,AML & Sanctions Awareness,Yes,Annual
JC6061,Leading Teams,Yes,Once
JC3367,Code of Conduct,Yes,Annual
JC3367,Cyber Security Awareness,Yes,Annual
JC3367,AML & Sanctions Awareness,Yes,Annual
JC1937,Code of Conduct,Yes,Annual
JC1937,Cyber Security Awareness,Yes,Annual
JC1937,AML & Sanctions Awareness,Yes,Annual
JC1937,Cyber Security Awareness,Yes,Annual
JC1431,Code of Conduct,Yes,Annual
JC1431,Cyber Security Awareness,Yes,Annual
JC1431,AML & Sanctions Awareness,Yes,Annual
JC1431,Leading Teams,Yes,Once
JC2303,Code of Conduct,Yes,Annual
JC2303,Cyber Security Awareness,Yes,Annual
JC2303,AML & Sanctions Awareness,Yes,Annual
JC2303,AML & Sanctions Awareness,Yes,Annual
JC4714,Code of Conduct,Yes,Annual
JC4714,Cyber Security Awareness,Yes,Annual
JC4714,AML & Sanctions Awareness,Yes,Annual
JC3410,Code of Conduct,Yes,Annual
JC3410,Cyber Security Awareness,Yes,Annual
JC3410,AML & Sanctions Awareness,Yes,Annual
JC1059,Code of Conduct,Yes,Annual
JC1059,Cyber Security Awareness,Yes,Annual
JC1059,AML & Sanctions Awareness,Yes,Annual
JC1059,Cyber Security Awareness,Yes,Annual
JC8143,Code of Conduct,Yes,Annual
JC8143,Cyber Security Awareness,Yes,Annual
JC8143,AML & Sanctions Awareness,Yes,Annual
JC4990,Code of Conduct,Yes,Annual
JC4990,Cyber Security Awareness,Yes,Annual
JC4990,AML & Sanctions Awareness,Yes,Annual
JC4990,Anti-Fraud Fundamentals,Yes,Annual
JC5158,Code of Conduct,Yes,Annual
JC5158,Cyber Security Awareness,Yes,Annual
JC5158,AML & Sanctions Awareness,Yes,Annual
JC5592,Code of Conduct,Yes,Annual
JC5592,Cyber Security Awareness,Yes,Annual
JC5592,AML & Sanctions Awareness,Yes,Annual
JC5592,Leading Teams,Yes,Once
JC1894,Code of Conduct,Yes,Annual
JC1894,Cyber Security Awareness,Yes,Annual
JC1894,AML & Sanctions Awareness,Yes,Annual
JC1894,Leading Teams,Yes,Once
JC7586,Code of Conduct,Yes,Annual
JC7586,Cyber Security Awareness,Yes,Annual
JC7586,AML & Sanctions Awareness,Yes,Annual
JC7586,Leading Teams,Yes,Once
JC7586,Operational Risk Management,Yes,Every 2 years
JC4203,Code of Conduct,Yes,Annual
JC4203,Cyber Security Awareness,Yes,Annual
JC4203,AML & Sanctions Awareness,Yes,Annual
JC4203,Operational Risk Management,Yes,Every 2 years
JC2026,Code of Conduct,Yes,Annual
JC2026,Cyber Security Awareness,Yes,Annual
JC2026,AML & Sanctions Awareness,Yes,Annual
JC3886,Code of Conduct,Yes,Annual
JC3886,Cyber Security Awareness,Yes,Annual
JC3886,AML & Sanctions Awareness,Yes,Annual
JC5364,Code of Conduct,Yes,Annual
JC5364,Cyber Security Awareness,Yes,Annual
JC5364,AML & Sanctions Awareness,Yes,Annual
JC5909,Code of Conduct,Yes,Annual
JC5909,Cyber Security Awareness,Yes,Annual
JC5909,AML & Sanctions Awareness,Yes,Annual
JC4428,Code of Conduct,Yes,Annual
JC4428,Cyber Security Awareness,Yes,Annual
JC4428,AML & Sanctions Awareness,Yes,Annual
JC7524,Code of Conduct,Yes,Annual
JC7524,Cyber Security Awareness,Yes,Annual
JC7524,AML & Sanctions Awareness,Yes,Annual
JC3391,Code of Conduct,Yes,Annual
JC3391,Cyber Security Awareness,Yes,Annual
JC3391,AML & Sanctions Awareness,Yes,Annual
JC3391,Operational Risk Management,Yes,Every 2 years
JC7608,Code of Conduct,Yes,Annual
JC7608,Cyber Security Awareness,Yes,Annual
JC7608,AML & Sanctions Awareness,Yes,Annual
JC5010,Code of Conduct,Yes,Annual
JC5010,Cyber Security Awareness,Yes,Annual
JC5010,AML & Sanctions Awareness,Yes,Annual
JC2151,Code of Conduct,Yes,Annual
JC2151,Cyber Security Awareness,Yes,Annual
JC2151,AML & Sanctions Awareness,Yes,Annual
JC2151,IFRS 9 Update,Yes,Annual
JC9344,Code of Conduct,Yes,Annual
JC9344,Cyber Security Awareness,Yes,Annual
JC9344,AML & Sanctions Awareness,Yes,Annual
JC9344,Leading Teams,Yes,Once
JC8517,Code of Conduct,Yes,Annual
JC8517,Cyber Security Awareness,Yes,Annual
JC8517,AML & Sanctions Awareness,Yes,Annual
JC4464,Code of Conduct,Yes,Annual
JC4464,Cyber Security Awareness,Yes,Annual
JC4464,AML & Sanctions Awareness,Yes,Annual
JC4464,Credit Risk Essentials,Yes,Every 2 years
JC5233,Code of Conduct,Yes,Annual
JC5233,Cyber Security Awareness,Yes,Annual
JC5233,AML & Sanctions Awareness,Yes,Annual
JC8235,Code of Conduct,Yes,Annual
JC8235,Cyber Security Awareness,Yes,Annual
JC8235,AML & Sanctions Awareness,Yes,Annual
JC8307,Code of Conduct,Yes,Annual
JC8307,Cyber Security Awareness,Yes,Annual
JC8307,AML & Sanctions Awareness,Yes,Annual
JC8307,Credit Risk Essentials,Yes,Every 2 years
JC7122,Code of Conduct,Yes,Annual
JC7122,Cyber Security Awareness,Yes,Annual
JC7122,AML & Sanctions Awareness,Yes,Annual
JC9137,Code of Conduct,Yes,Annual
JC9137,Cyber Security Awareness,Yes,Annual
JC9137,AML & Sanctions Awareness,Yes,Annual
JC4521,Code of Conduct,Yes,Annual
JC4521,Cyber Security Awareness,Yes,Annual
JC4521,AML & Sanctions Awareness,Yes,Annual
JC2681,Code of Conduct,Yes,Annual
JC2681,Cyber Security Awareness,Yes,Annual
JC2681,AML & Sanctions Awareness,Yes,Annual
JC2681,Credit Risk Essentials,Yes,Every 2 years
JC7110,Code of Conduct,Yes,Annual
JC7110,Cyber Security Awareness,Yes,Annual
JC7110,AML & Sanctions Awareness,Yes,Annual
JC7110,Leading Teams,Yes,Once
JC7285,Code of Conduct,Yes,Annual
JC7285,Cyber Security Awareness,Yes,Annual
JC7285,AML & Sanctions Awareness,Yes,Annual
JC2799,Code of Conduct,Yes,Annual
JC2799,Cyber Security Awareness,Yes,Annual
JC2799,AML & Sanctions Awareness,Yes,Annual
JC2397,Code of Conduct,Yes,Annual
JC2397,Cyber Security Awareness,Yes,Annual
JC2397,AML & Sanctions Awareness,Yes,Annual
JC4958,Code of Conduct,Yes,Annual
JC4958,Cyber Security Awareness,Yes,Annual
JC4958,AML & Sanctions Awareness,Yes,Annual
JC4958,IFRS 9 Update,Yes,Annual
JC8457,Code of Conduct,Yes,Annual
JC8457,Cyber Security Awareness,Yes,Annual
JC8457,AML & Sanctions Awareness,Yes,Annual
JC8457,Cyber Security Awareness,Yes,Annual
JC8394,Code of Conduct,Yes,Annual
JC8394,Cyber Security Awareness,Yes,Annual
JC8394,AML & Sanctions Awareness,Yes,Annual
JC3898,Code of Conduct,Yes,Annual
JC3898,Cyber Security Awareness,Yes,Annual
JC3898,AML & Sanctions Awareness,Yes,Annual
JC3898,Cyber Security Awareness,Yes,Annual
JC6537,Code of Conduct,Yes,Annual
JC6537,Cyber Security Awareness,Yes,Annual
JC6537,AML & Sanctions Awareness,Yes,Annual
JC6537,Cyber Security Awareness,Yes,Annual
JC4561,Code of Conduct,Yes,Annual
JC4561,Cyber Security Awareness,Yes,Annual
JC4561,AML & Sanctions Awareness,Yes,Annual
JC4561,Leading Teams,Yes,Once
JC3740,Code of Conduct,Yes,Annual
JC3740,Cyber Security Awareness,Yes,Annual
JC3740,AML & Sanctions Awareness,Yes,Annual
JC4580,Code of Conduct,Yes,Annual
JC4580,Cyber Security Awareness,Yes,Annual
JC4580,AML & Sanctions Awareness,Yes,Annual
JC6231,Code of Conduct,Yes,Annual
JC6231,Cyber Security Awareness,Yes,Annual
JC6231,AML & Sanctions Awareness,Yes,Annual
JC2102,Code of Conduct,Yes,Annual
JC2102,Cyber Security Awareness,Yes,Annual
JC2102,AML & Sanctions Awareness,Yes,Annual
JC2575,Code of Conduct,Yes,Annual
JC2575,Cyber Security Awareness,Yes,Annual
JC2575,AML & Sanctions Awareness,Yes,Annual
JC2575,Data Privacy,Yes,Annual
JC8524,Code of Conduct,Yes,Annual
JC8524,Cyber Security Awareness,Yes,Annual
JC8524,AML & Sanctions Awareness,Yes,Annual
JC3444,Code of Conduct,Yes,Annual
JC3444,Cyber Security Awareness,Yes,Annual
JC3444,AML & Sanctions Awareness,Yes,Annual
JC7695,Code of Conduct,Yes,Annual
JC7695,Cyber Security Awareness,Yes,Annual
JC7695,AML & Sanctions Awareness,Yes,Annual
JC7695,Leading Teams,Yes,Once
JC7695,SAMA Consumer Protection,Yes,Annual
JC9720,Code of Conduct,Yes,Annual
JC9720,Cyber Security Awareness,Yes,Annual
JC9720,AML & Sanctions Awareness,Yes,Annual
JC9720,Leading Teams,Yes,Once
JC4987,Code of Conduct,Yes,Annual
JC4987,Cyber Security Awareness,Yes,Annual
JC4987,AML & Sanctions Awareness,Yes,Annual
JC7826,Code of Conduct,Yes,Annual
JC7826,Cyber Security Awareness,Yes,Annual
JC7826,AML & Sanctions Awareness,Yes,Annual
JC4026,Code of Conduct,Yes,Annual
JC4026,Cyber Security Awareness,Yes,Annual
JC4026,AML & Sanctions Awareness,Yes,Annual
JC2768,Code of Conduct,Yes,Annual
JC2768,Cyber Security Awareness,Yes,Annual
JC2768,AML & Sanctions Awareness,Yes,Annual
JC7807,Code of Conduct,Yes,Annual
JC7807,Cyber Security Awareness,Yes,Annual
JC7807,AML & Sanctions Awareness,Yes,Annual
JC4405,Code of Conduct,Yes,Annual
JC4405,Cyber Security Awareness,Yes,Annual
JC4405,AML & Sanctions Awareness,Yes,Annual
JC7042,Code of Conduct,Yes,Annual
JC7042,Cyber Security Awareness,Yes,Annual
JC7042,AML & Sanctions Awareness,Yes,Annual
JC7042,Anti-Fraud Fundamentals,Yes,Annual
JC8839,Code of Conduct,Yes,Annual
JC8839,Cyber Security Awareness,Yes,Annual
JC8839,AML & Sanctions Awareness,Yes,Annual
JC4555,Code of Conduct,Yes,Annual
JC4555,Cyber Security Awareness,Yes,Annual
JC4555,AML & Sanctions Awareness,Yes,Annual
JC6763,Code of Conduct,Yes,Annual
JC6763,Cyber Security Awareness,Yes,Annual
JC6763,AML & Sanctions Awareness,Yes,Annual
JC9971,Code of Conduct,Yes,Annual
JC9971,Cyber Security Awareness,Yes,Annual
JC9971,AML & Sanctions Awareness,Yes,Annual
JC8783,Code of Conduct,Yes,Annual
JC8783,Cyber Security Awareness,Yes,Annual
JC8783,AML & Sanctions Awareness,Yes,Annual
JC8783,Leading Teams,Yes,Once
JC8783,AML & Sanctions Awareness,Yes,Annual
JC7937,Code of Conduct,Yes,Annual
JC7937,Cyber Security Awareness,Yes,Annual
JC7937,AML & Sanctions Awareness,Yes,Annual
JC9442,Code of Conduct,Yes,Annual
JC9442,Cyber Security Awareness,Yes,Annual
JC9442,AML & Sanctions Awareness,Yes,Annual
JC7933,Code of Conduct,Yes,Annual
JC7933,Cyber Security Awareness,Yes,Annual
JC7933,AML & Sanctions Awareness,Yes,Annual
JC7933,Operational Risk Management,Yes,Every 2 years
JC9242,Code of Conduct,Yes,Annual
JC9242,Cyber Security Awareness,Yes,Annual
JC9242,AML & Sanctions Awareness,Yes,Annual
JC3692,Code of Conduct,Yes,Annual
JC3692,Cyber Security Awareness,Yes,Annual
JC3692,AML & Sanctions Awareness,Yes,Annual
JC3692,Credit Risk Essentials,Yes,Every 2 years
JC9347,Code of Conduct,Yes,Annual
JC9347,Cyber Security Awareness,Yes,Annual
JC9347,AML & Sanctions Awareness,Yes,Annual
JC9510,Code of Conduct,Yes,Annual
JC9510,Cyber Security Awareness,Yes,Annual
JC9510,AML & Sanctions Awareness,Yes,Annual
JC9510,Leading Teams,Yes,Once
JC2149,Code of Conduct,Yes,Annual
JC2149,Cyber Security Awareness,Yes,Annual
JC2149,AML & Sanctions Awareness,Yes,Annual
JC2149,Leading Teams,Yes,Once
JC9278,Code of Conduct,Yes,Annual
JC9278,Cyber Security Awareness,Yes,Annual
JC9278,AML & Sanctions Awareness,Yes,Annual
JC9278,Leading Teams,Yes,Once
JC9278,Cyber Security Awareness,Yes,Annual
JC5124,Code of Conduct,Yes,Annual
JC5124,Cyber Security Awareness,Yes,Annual
JC5124,AML & Sanctions Awareness,Yes,Annual
JC5124,Leading Teams,Yes,Once
JC5124,Operational Risk Management,Yes,Every 2 years
JC4468,Code of Conduct,Yes,Annual
JC4468,Cyber Security Awareness,Yes,Annual
JC4468,AML & Sanctions Awareness,Yes,Annual
JC4025,Code of Conduct,Yes,Annual
JC4025,Cyber Security Awareness,Yes,Annual
JC4025,AML & Sanctions Awareness,Yes,Annual
JC1918,Code of Conduct,Yes,Annual
JC1918,Cyber Security Awareness,Yes,Annual
JC1918,AML & Sanctions Awareness,Yes,Annual
JC1918,Code of Conduct,Yes,Annual
JC1961,Code of Conduct,Yes,Annual
JC1961,Cyber Security Awareness,Yes,Annual
JC1961,AML & Sanctions Awareness,Yes,Annual
JC8633,Code of Conduct,Yes,Annual
JC8633,Cyber Security Awareness,Yes,Annual
JC8633,AML & Sanctions Awareness,Yes,Annual
JC7048,Code of Conduct,Yes,Annual
JC7048,Cyber Security Awareness,Yes,Annual
JC7048,AML & Sanctions Awareness,Yes,Annual
JC7048,AML & Sanctions Awareness,Yes,Annual
JC2273,Code of Conduct,Yes,Annual
JC2273,Cyber Security Awareness,Yes,Annual
JC2273,AML & Sanctions Awareness,Yes,Annual
JC9959,Code of Conduct,Yes,Annual
JC9959,Cyber Security Awareness,Yes,Annual
JC9959,AML & Sanctions Awareness,Yes,Annual
JC3553,Code of Conduct,Yes,Annual
JC3553,Cyber Security Awareness,Yes,Annual
JC3553,AML & Sanctions Awareness,Yes,Annual
JC9922,Code of Conduct,Yes,Annual
JC9922,Cyber Security Awareness,Yes,Annual
JC9922,AML & Sanctions Awareness,Yes,Annual
JC9922,Leading Teams,Yes,Once
JC4505,Code of Conduct,Yes,Annual
JC4505,Cyber Security Awareness,Yes,Annual
JC4505,AML & Sanctions Awareness,Yes,Annual
JC6836,Code of Conduct,Yes,Annual
JC6836,Cyber Security Awareness,Yes,Annual
JC6836,AML & Sanctions Awareness,Yes,Annual
JC6836,Leading Teams,Yes,Once
JC2492,Code of Conduct,Yes,Annual
JC2492,Cyber Security Awareness,Yes,Annual
JC2492,AML & Sanctions Awareness,Yes,Annual
JC2492,SAMA Consumer Protection,Yes,Annual
JC5322,Code of Conduct,Yes,Annual
JC5322,Cyber Security Awareness,Yes,Annual
JC5322,AML & Sanctions Awareness,Yes,Annual
JC5835,Code of Conduct,Yes,Annual
JC5835,Cyber Security Awareness,Yes,Annual
JC5835,AML & Sanctions Awareness,Yes,Annual
JC3485,Code of Conduct,Yes,Annual
JC3485,Cyber Security Awareness,Yes,Annual
JC3485,AML & Sanctions Awareness,Yes,Annual
JC3485,Code of Conduct,Yes,Annual
JC5013,Code of Conduct,Yes,Annual
JC5013,Cyber Security Awareness,Yes,Annual
JC5013,AML & Sanctions Awareness,Yes,Annual
JC9239,Code of Conduct,Yes,Annual
JC9239,Cyber Security Awareness,Yes,Annual
JC9239,AML & Sanctions Awareness,Yes,Annual
JC9239,Data Privacy,Yes,Annual
JC2435,Code of Conduct,Yes,Annual
JC2435,Cyber Security Awareness,Yes,Annual
JC2435,AML & Sanctions Awareness,Yes,Annual
JC9962,Code of Conduct,Yes,Annual
JC9962,Cyber Security Awareness,Yes,Annual
JC9962,AML & Sanctions Awareness,Yes,Annual
JC5377,Code of Conduct,Yes,Annual
JC5377,Cyber Security Awareness,Yes,Annual
JC5377,AML & Sanctions Awareness,Yes,Annual
JC6500,Code of Conduct,Yes,Annual
JC6500,Cyber Security Awareness,Yes,Annual
JC6500,AML & Sanctions Awareness,Yes,Annual
JC9355,Code of Conduct,Yes,Annual
JC9355,Cyber Security Awareness,Yes,Annual
JC9355,AML & Sanctions Awareness,Yes,Annual
JC9355,Leading Teams,Yes,Once
